"","Event","Date_Time","TemperatureC","Field","Pop","Cage","Height","Treatment"
"272",272,"08/19/2021 16:12:56",23.21,"UP","UP","S_UPH_V1_20",20,"Veg"
"273",273,"08/19/2021 17:12:56",22.52,"UP","UP","S_UPH_V1_20",20,"Veg"
"274",274,"08/19/2021 18:12:56",22.05,"UP","UP","S_UPH_V1_20",20,"Veg"
"275",275,"08/19/2021 19:12:56",21.58,"UP","UP","S_UPH_V1_20",20,"Veg"
"276",276,"08/19/2021 20:12:56",21.06,"UP","UP","S_UPH_V1_20",20,"Veg"
"277",277,"08/19/2021 21:12:56",21.06,"UP","UP","S_UPH_V1_20",20,"Veg"
"278",278,"08/19/2021 22:12:56",20.85,"UP","UP","S_UPH_V1_20",20,"Veg"
"279",279,"08/19/2021 23:12:56",20.85,"UP","UP","S_UPH_V1_20",20,"Veg"
"280",280,"08/20/2021 00:12:56",20.89,"UP","UP","S_UPH_V1_20",20,"Veg"
"281",281,"08/20/2021 01:12:56",20.85,"UP","UP","S_UPH_V1_20",20,"Veg"
